# Teff logg B vsini
6110 2.686 0.498 43.58
6916 4.245 1.414 53.319
4850 2.412 2.048 8.579
3687 5.093 0.055 38.273
5612 3.25 2.469 21.031
5682 5.189 1.073 49.792
3615 3.343 1.658 11.925
4921 4.152 0.464 34.757
6847 2.316 2.831 24.392
6180 3.876 1.918 17.347
4115 2.78 1.379 41.357
3418 4.713 2.621 2.3
5344 3.631 0.114 53.808
5052 4.433 2.415 37.966
3243 2.598 0.282 20.724
4281 4.909 2.087 50.431
6481 3.061 1.172 5.69
6552 4.62 0.634 15.423
4744 3.537 2.627 46.307
3785 3.968 0.869 27.876
5983 2.875 1.831 31.26
5974 3.965 2.291 9.111
3790 2.879 0.253 46.977
4734 4.627 2.245 24.145
6559 3.53 1.238 34.511
6475 4.901 0.7 41.535
4291 3.069 2.785 17.527
3238 4.438 0.841 56.583
5061 2.593 1.707 5.074
5354 4.721 1.008 20.918
3412 3.623 1.501 38.158
4124 3.87 0.493 8.451
6175 2.786 2.954 53.193
6852 4.156 2.041 43.479
4911 2.312 1.408 12.596
3621 5.182 2.464 31.027
5672 3.349 0.049 27.642
5619 5.09 1.653 53.937
3676 3.254 1.068 2.427
4855 4.252 2.824 41.469
6906 2.405 0.458 17.462
6119 3.776 1.374 24.478
4178 2.693 1.912 34.846
3359 4.813 0.108 12.027
5409 3.718 2.615 49.892
5240 4.346 0.288 31.361
3056 2.498 2.421 27.976
4471 4.995 1.178 46.395
6296 3.161 2.093 15.511
6739 4.531 2.634 5.804
4556 3.437 0.641 50.546
3969 4.057 1.837 20.852
5793 2.974 0.875 38.092
5833 4.651 0.541 48.792
3899 3.505 2.908 10.925
4562 3.99 0.963 36.322
6637 2.854 1.55 25.956
6334 4.46 2.509 15.93
4400 2.571 0.0 39.939
3066 4.922 1.993 3.475
5139 3.047 1.454 54.983
5463 3.895 2.199 36.563
3271 2.761 1.286 19.32
4202 4.746 2.34 51.592
6003 3.598 0.208 6.852
6962 5.204 0.792 14.409
4771 3.327 1.752 45.294
3699 4.178 0.746 29.455
5500 2.29 2.737 32.837
5697 4.276 1.133 4.027
3504 2.38 2.141 55.535
4965 5.115 0.336 19.057
6766 3.229 2.376 43.067
6197 4.835 1.788 33.033
4006 3.696 0.92 22.668
3468 3.797 2.679 48.079
5268 2.672 0.592 10.211
5069 5.02 2.873 26.166
3135 3.136 0.413 29.549
4331 4.371 1.607 13.696
6406 2.473 1.116 44.58
6567 4.079 0.153 52.145
4634 2.952 2.567 7.404
3829 4.553 1.325 39.689
5902 3.416 1.957 22.448
5930 4.955 1.433 29.955
3863 3.013 2.019 26.572
4669 4.48 0.075 44.128
6595 2.552 2.441 13.243
6432 4.016 1.528 7.804
4366 2.828 0.99 52.544
3170 4.666 2.982 21.987
5095 3.49 0.474 39.23
5304 4.199 2.811 55.935
3495 2.27 0.677 4.426
4033 5.236 1.733 42.606
6233 3.295 0.818 18.597
6800 4.76 0.28 23.074
4993 3.584 2.273 33.44
3532 3.923 1.265 9.759
5731 2.734 2.227 47.625
5535 3.83 0.619 19.774
3726 2.638 2.658 37.015
4798 4.855 0.854 6.446
6997 3.676 1.861 51.187
6038 5.141 2.401 45.754
4230 3.203 0.316 14.87
3299 4.291 2.073 32.438
5498 2.364 1.206 29.054
5167 4.574 1.891 11.385
3100 3.395 1.398 49.252
4435 4.111 2.594 25.557
6362 2.92 0.132 35.922
6664 4.385 1.048 40.393
4598 2.459 1.681 16.383
3935 5.048 0.438 54.577
5860 3.109 2.853 3.069
5758 4.411 1.781 28.383
3941 2.621 0.772 31.768
4528 4.886 2.766 15.058
6704 3.082 0.726 45.941
6261 4.595 1.31 50.945
4444 3.561 2.178 6.203
3030 3.944 0.232 37.633
5205 2.9 2.319 20.393
5382 5.167 0.029 2.826
3323 3.364 2.489 54.336
4142 4.131 1.482 17.002
6092 2.338 1.974 41.01
6878 3.851 2.933 35.252
4821 2.806 0.519 24.885
3642 4.688 1.574 49.439
5591 3.656 0.942 11.573
5645 4.786 2.548 38.612
3586 3.745 0.181 21.371
4876 3.761 1.939 52.786
6825 2.707 1.352 8.045
6147 4.22 0.39 13.055
4089 2.436 2.899 43.939
3377 5.069 1.093 27.243
5326 3.275 1.633 30.627
5026 4.042 0.902 47.436
3210 2.989 1.815 9.571
4263 4.506 0.574 34.112
6440 3.463 2.706 23.745
6523 4.976 2.119 17.981
4707 3.181 1.158 41.988
3763 4.313 2.353 4.667
5938 2.531 0.361 56.177
5968 4.747 2.081 8.698
3768 3.597 1.213 53.439
4697 3.908 2.409 21.154
6506 2.747 0.323 38.395
6465 4.188 0.863 30.83
4266 2.28 1.871 27.447
3197 5.226 0.629 43.3
5005 3.305 2.669 12.416
5328 4.003 0.423 23.962
3402 2.841 2.836 34.327
4067 4.653 1.033 8.917
6134 3.504 1.665 46.785
6831 4.945 2.58 56.816
4906 3.025 0.12 5.308
3568 4.47 1.877 41.786
5635 2.561 1.385 17.776
5566 4.372 2.99 46.588
3639 2.472 0.481 15.703
4834 5.033 1.536 31.543
6901 3.122 0.996 28.16
6062 4.563 0.084 20.601
4137 3.405 2.452 37.843
3333 4.101 1.443 5.572
5399 2.93 2.03 50.312
5199 5.128 1.249 41.233
3000 3.216 2.21 17.224
4461 4.278 0.265 53.689
6271 2.379 2.256 2.181
6702 3.82 1.719 12.206
4503 2.65 0.806 50.073
3963 4.845 2.797 24.675
5771 3.686 0.664 35.041
5858 3.886 1.081 51.843
3909 2.77 1.619 7.101
4619 4.725 0.378 36.795
6678 3.619 2.885 19.555
6355 5.202 1.922 29.261
4406 3.33 1.337 32.645
3118 4.163 2.532 14.227
5176 2.305 0.165 45.11
5469 4.631 2.364 36.143
3293 3.526 0.371 25.776
4239 3.981 2.13 48.594
6056 2.862 1.168 10.729
6971 4.445 0.58 3.71
4796 2.586 2.714 55.22
3740 4.919 0.909 16.178
5557 3.05 1.824 40.185
5738 5.011 0.22 13.893
3561 3.145 2.305 44.776
4974 4.35 1.297 26.345
6791 2.494 2.164 29.73
6234 4.077 2.749 39.442
4059 2.955 0.71 22.202
3474 4.538 1.764 51.909
5290 3.43 0.757 7.166
5121 4.256 1.585 18.825
3172 2.401 0.951 42.833
4352 5.106 2.944 3.776
6412 3.237 0.529 55.285
6624 4.82 1.489 48.261
4675 3.71 1.982 10.395
3854 3.794 0.035 33.227
5912 2.675 2.497 22.861
5877 4.144 0.097 42.426
3826 2.325 2.605 18.418
4647 5.168 1.363 55.739
6589 3.363 1.903 4.229
6376 4.71 2.818 9.996
4325 3.634 0.45 47.861
3145 3.861 1.646 23.32
5085 2.796 1.06 33.687
5263 4.888 1.849 44.377
3438 3.081 0.888 13.494
4023 4.424 2.646 30.189
6207 2.607 0.655 26.805
6763 3.954 1.195 21.795
4940 2.89 2.108 39.036
3527 4.617 0.304 7.62
5710 3.539 2.437 52.362
5530 4.519 0.83 25.323
3705 3.45 1.698 35.689
4761 4.043 0.689 11.135
6944 2.988 2.775 49.001
6028 4.335 2.238 54.76
4204 2.509 1.23 3.251
3258 4.986 2.285 40.585
5441 3.171 0.245 16.577
5142 3.763 2.476 6.641
3091 2.706 0.063 51.384
4379 4.799 2.054 19.954
6321 3.732 1.422 37.194
6643 5.079 0.51 32.192
4592 3.265 2.97 28.807
3882 4.242 1.025 45.516
5823 2.414 1.516 14.634
5799 5.24 2.694 16.818
3998 3.291 0.609 40.828
4538 4.216 1.804 2.634
6730 2.253 0.937 54.142
6298 3.93 0.349 49.673
4497 2.726 2.388 11.806
3036 4.778 1.147 35.501
5226 3.565 2.154 25.136
5435 4.496 1.317 15.304
3360 2.536 1.951 46.188
4164 4.959 0.146 28.62
6098 3.009 2.561 32.003
6935 4.685 1.598 37.437
4862 3.47 1.104 20.195
3667 4.023 2.863 50.765
5600 2.821 0.402 6.024
5670 4.115 2.009 33.875
3595 2.916 1.471 23.509
4933 4.591 2.524 47.19
6866 3.378 0.017 9.324
6169 5.055 0.977 4.848
4095 3.101 1.562 56.356
3430 4.403 0.555 18.176
5363 2.44 2.921 42.185
5032 4.871 0.737 52.979
3231 3.66 2.73 8.239
4300 3.834 0.784 38.795
6492 2.634 1.746 21.553
6533 4.311 2.33 26.994
4732 2.345 0.197 30.376
3804 5.148 2.189 12.821
5995 3.196 1.275 43.706
5993 4.869 2.67 35.125
3802 3.663 0.63 24.867
4730 3.843 1.873 49.297
6532 2.626 0.865 11.537
6494 4.301 0.327 2.688
4303 2.355 2.414 54.303
3234 5.152 1.217 16.872
5034 3.193 2.085 40.989
5366 4.124 1.387 50.819
3431 2.906 1.879 6.185
4097 4.587 0.121 37.491
6171 3.382 2.581 20.356
6864 5.057 1.669 28.244
4931 3.099 1.037 31.735
3594 4.395 2.841 14.928
5668 2.448 0.427 45.92
5599 4.494 2.031 18.015
3665 2.538 1.444 42.132
4859 4.968 2.453 4.687
6934 3.001 0.086 56.302
6099 4.676 1.001 47.459
4166 3.48 1.54 9.7
3362 4.027 0.485 34.143
5436 2.818 2.994 23.885
5229 5.249 0.666 13.09
3037 3.282 2.798 44.082
4499 4.212 0.807 27.263
6300 2.257 1.72 30.752
6728 3.932 2.26 38.634
4536 2.724 0.269 21.499
3996 4.77 2.214 52.817
5796 3.573 1.254 8.185
5822 3.771 0.17 23.266
3880 2.698 2.536 33.526
4589 4.797 1.341 9.942
6641 3.734 1.927 47.7
6322 5.083 2.886 56.115
4381 3.261 0.379 4.498
3093 4.232 1.62 42.802
5143 2.424 1.082 18.687
5444 4.515 1.828 7.996
3259 3.454 0.913 52.63
4206 4.053 2.718 22.171
6030 2.978 0.585 39.304
6942 4.327 1.169 30.135
4759 2.517 2.131 26.644
3703 4.988 0.372 44.323
5527 3.168 2.365 13.332
5708 4.896 0.761 40.317
3524 3.073 1.768 16.201
4937 4.422 0.715 54.492
6762 2.609 2.753 2.875
6209 3.958 2.165 11.296
4026 2.886 1.299 49.055
3441 4.607 2.306 25.484
5264 3.549 0.221 35.743
5088 4.14 2.501 45.677
3146 2.329 0.04 14.687
4327 5.178 1.986 32.353
6378 3.353 1.493 28.861
6587 4.702 0.53 19.686
4646 3.642 2.945 36.818
3825 3.863 0.953 6.373
5875 2.793 1.586 51.008
5910 4.265 1.055 14.281
3851 2.391 1.642 45.271
4672 5.102 0.446 29.314
6622 3.241 2.813 32.806
6413 4.822 1.901 36.419
4355 3.708 1.361 19.286
3174 3.786 2.604 51.467
5123 2.683 0.095 6.833
5292 5.009 2.432 15.802
3475 3.147 0.3 39.917
4060 4.359 2.104 3.335
6237 2.485 1.19 54.952
6789 4.067 0.653 48.648
4973 2.964 2.645 10.891
3560 4.542 0.887 36.197
5735 3.427 1.847 25.937
5555 4.64 0.24 52.177
3738 3.516 2.28 7.542
4794 3.977 1.225 39.71
6970 2.866 2.234 22.578
6057 4.448 2.774 26.184
4242 2.583 0.687 29.676
3295 4.911 1.696 13.732
5471 3.058 0.828 44.722
5179 3.884 1.512 33.066
3120 2.772 1.02 22.807
4408 4.734 2.965 48.1
6358 3.611 0.505 10.341
6676 5.192 1.42 4.045
4617 3.34 2.052 55.662
3908 4.167 0.061 19.093
5856 2.302 2.475 43.209
5770 5.124 2.152 43.676
3961 3.219 1.145 12.684
4501 4.287 2.387 31.206
6701 2.369 0.348 27.715
6272 3.811 0.933 21.1
4464 2.658 1.799 38.234
3002 4.847 0.604 8.645
5201 3.684 2.69 53.278
5402 4.38 0.401 41.732
3335 2.464 2.862 17.615
4138 5.031 1.103 56.762
6065 3.125 1.596 5.147
6898 4.567 2.556 9.293
4832 3.401 0.141 47.053
3638 4.092 1.946 24.338
5563 2.94 1.313 34.596
5633 3.999 2.919 5.733
3566 2.844 0.553 50.365
4903 4.663 1.561 20.762
6829 3.494 0.975 37.897
6135 4.936 0.013 31.274
4070 3.033 2.52 27.784
3404 4.472 1.466 46.32
5330 2.559 2.004 15.327
5007 4.755 1.273 24.407
3198 3.589 2.188 34.665
4267 3.906 0.195 11.937
6467 2.75 2.329 49.696
6504 4.192 1.741 53.85
4695 2.276 0.779 2.234
3767 5.217 2.726 41.395
5966 3.315 0.733 17.278
5940 4.034 1.709 37.256
3765 2.997 0.842 20.124
4709 4.508 2.786 50.57
6526 3.461 0.701 5.935
6437 4.972 1.242 15.112
4262 3.184 2.249 46.102
3208 4.322 0.257 28.436
5024 2.521 2.296 31.929
5324 4.79 0.05 49.493
3375 3.742 2.465 11.734
4087 3.752 1.41 35.305
6146 2.717 2.043 25.046
6827 4.228 2.959 16.626
4878 2.428 0.497 40.741
3588 5.067 1.505 2.45
5646 3.278 1.012 54.067
5593 5.159 2.616 27.082
3643 3.372 0.109 30.574
4822 4.133 1.914 12.894
6881 2.336 1.375 43.885
6089 3.847 0.462 53.055
4141 2.809 2.829 8.421
3321 4.697 1.072 38.88
5380 3.646 1.657 21.747
5203 4.415 0.876 4.936
3027 2.617 1.838 56.553
4442 4.877 0.642 18.249
6259 3.092 2.635 42.364
6706 4.603 2.097 33.951
4530 3.553 1.182 23.691
3944 3.942 2.426 47.275
5759 2.903 0.292 9.517
5862 4.577 1.458 21.934
3936 3.392 1.998 39.069
4599 4.103 0.004 7.75
6666 2.928 2.513 52.383
6359 4.394 1.551 44.504
4434 2.449 0.964 13.511
3099 5.044 2.91 30.331
5165 3.113 0.542 26.841
5496 3.82 2.741 10.135
3297 2.648 0.75 47.894
4227 4.859 1.757 23.45
6036 3.673 0.796 33.708
6999 5.139 0.209 42.553
4800 3.205 2.341 18.436
3729 4.299 1.287 55.881
5537 2.357 2.2 4.265
5734 4.202 0.597 32.169
3534 2.267 2.683 28.679
4994 5.228 0.925 45.485
6803 3.303 1.793 14.494
6230 4.769 2.377 6.607
4032 3.574 0.337 51.24
3493 3.919 2.143 19.935
5302 2.738 1.134 37.069
5094 4.945 1.962 54.738
3168 3.023 1.33 3.123
4364 4.484 2.572 40.554
6431 2.548 0.158 16.437
6596 4.014 1.117 25.288
4671 2.83 1.609 35.546
3866 4.674 0.414 11.116
5931 3.481 2.874 48.876
5904 5.024 0.47 3.528
3830 3.132 2.977 55.144
4635 4.362 0.985 15.984
6570 2.483 1.524 40.101
6403 4.088 2.439 35.946
4329 2.944 0.073 25.688
3133 4.551 2.017 48.416
5066 3.418 1.432 10.656
5267 4.268 2.222 29.079
3465 2.388 1.26 32.568
4004 5.117 2.268 14.033
6195 3.226 0.276 45.026
6767 4.831 0.817 51.646
4967 3.7 1.731 7.013
3507 3.807 0.675 36.617
5698 2.662 2.809 19.481
5502 3.899 1.202 48.347
3701 2.757 2.069 10.587
4772 4.736 0.312 33.302
6964 3.608 2.397 23.045
6001 5.213 1.859 18.896
4200 3.319 0.852 43.013
3270 4.176 2.656 3.866
5461 2.293 0.618 55.481
5138 4.643 2.849 39.528
3063 3.513 0.434 22.394
4398 3.992 1.677 51.984
6332 2.851 1.044 7.35
6639 4.456 0.131 13.965
4565 2.575 2.592 44.956
3902 4.932 1.396 26.435
5834 3.037 1.89 29.925
5795 4.336 2.317 56.959
3971 2.508 0.231 5.343
4557 4.999 2.176 41.911
6741 3.157 1.308 17.795
6294 4.529 0.721 24.091
4470 3.439 2.761 34.35
3055 4.065 0.768 9.057
5238 2.966 1.776 46.816
5408 5.092 0.94 30.973
3356 3.251 1.572 27.481
4176 4.243 0.518 43.425
6117 2.413 2.932 12.435
6908 3.785 1.969 8.827
4858 2.684 1.478 53.462
3679 4.809 2.484 21.294
5620 3.722 0.024 38.426
5674 4.711 1.631 12.188
3623 3.633 1.092 49.946
4913 3.874 2.897 24.639
6855 2.782 0.389 34.899
6173 4.154 1.348 41.201
4122 2.315 1.935 17.086
3410 5.19 0.176 53.668
5351 3.341 2.544 2.051
5060 3.967 0.36 20.583
3235 2.876 2.351 37.717
4289 4.619 1.157 5.536
6473 3.538 2.117 50.17
6560 4.91 2.701 46.556
4736 3.059 0.569 15.565
3792 4.434 1.811 31.522
5975 2.597 0.898 28.03
5981 4.436 0.224 46.688
3782 2.595 2.311 8.929
4742 4.899 1.303 34.236
6551 3.07 2.171 23.977
6482 4.628 2.755 17.708
4283 3.529 0.715 41.824
3245 3.966 1.771 5.242
5053 2.877 0.762 56.858
5346 5.181 1.578 38.327
3420 3.351 0.946 21.192
4116 4.155 2.937 53.373
6183 2.314 0.524 8.74
6844 3.872 1.484 12.319
4919 2.784 1.975 43.312
3613 4.722 0.031 27.355
5680 3.622 2.491 30.845
5611 4.811 1.098 2.139
3684 3.72 1.638 53.754
4847 3.774 0.394 17.185
6914 2.695 2.903 41.303
6111 4.253 1.941 35.026
4186 2.403 1.354 24.768
3351 5.091 2.55 50.061
5417 3.252 0.182 12.301
5248 4.056 2.346 28.145
3049 2.976 0.354 31.636
4479 4.53 2.111 15.692
6289 3.439 1.151 46.683
6747 4.997 0.564 50.27
4548 3.159 2.696 5.636
3977 4.347 0.891 37.805
5785 2.497 1.805 20.67
5841 4.924 2.983 10.771
3892 3.045 0.476 48.529
4570 4.461 1.53 25.815
6629 2.569 0.991 36.074
6342 3.988 0.078 40.201
4393 2.855 2.445 16.085
3074 4.65 1.438 55.232
5132 3.507 2.023 3.615
5455 4.179 1.254 19.57
3279 2.289 2.216 36.702
4194 5.206 0.27 7.113
6011 3.326 2.263 51.748
6954 4.745 1.725 45.152
4779 3.6 0.81 14.162
3691 3.894 2.803 32.684
5508 2.762 0.67 29.191
5689 3.799 2.063 55.382
3512 2.67 1.197 3.764
4957 4.837 2.391 42.925
6774 3.694 0.305 18.81
6189 5.113 0.846 22.929
4014 3.23 1.854 33.189
3460 4.275 0.612 10.461
5276 2.382 2.65 48.219
5076 4.554 0.44 29.798
3127 3.414 2.855 26.306
4338 4.081 1.049 44.842
6398 2.951 1.683 13.851
6575 4.369 2.599 7.263
4626 2.475 0.137 51.897
3836 5.019 1.895 22.294
5894 3.137 1.402 39.427
5922 4.665 2.004 26.712
3871 3.491 1.464 30.205
4661 4.014 2.519 13.398
6603 2.83 0.011 44.388
6425 4.482 0.97 52.297
4374 2.55 1.556 7.662
3163 4.956 0.548 38.967
5103 3.012 2.916 21.834
5312 3.921 0.744 4.164
3487 2.736 2.735 55.781
4041 4.758 0.791 18.349
6225 3.585 1.751 42.465
6808 5.237 2.335 33.595
4985 3.294 0.203 23.336
3540 4.201 2.195 47.766
5723 2.268 1.281 10.007
5543 4.29 2.678 37.156
3718 2.366 0.591 20.023
4806 5.139 1.786 51.341
6989 3.205 0.919 6.707
6046 4.857 0.332 14.621
4222 3.675 2.371 45.612
3307 3.831 1.128 28.792
5490 2.637 2.137 32.284
5159 5.046 1.336 48.989
3108 3.111 1.968 11.231
4427 4.383 0.164 35.675
6369 2.46 2.577 25.415
6656 4.112 1.615 16.539
4606 2.919 1.124 40.654
3927 4.576 2.88 3.209
5868 3.393 0.42 54.826
5750 3.945 0.836 32.041
3949 2.899 1.702 28.551
4520 4.596 0.695 46.231
6712 3.56 2.781 15.238
6253 4.885 2.243 6.037
4452 3.084 1.236 50.669
3022 4.41 2.29 20.21
5212 2.622 0.252 37.345
5390 4.689 2.471 54.154
3315 3.654 0.056 2.538
4150 3.852 2.049 40.842
6084 2.804 1.415 16.726
6886 4.129 0.503 25.174
4813 2.34 2.964 35.432
3650 5.165 1.019 11.848
5583 3.366 1.511 49.607
5653 5.07 0.116 21.645
3578 3.274 2.623 38.78
4884 4.221 1.381 8.334
6817 2.435 1.919 52.967
6155 3.76 2.835 43.772
4081 2.709 0.468 12.78
3385 4.785 1.663 30.445
5318 3.747 1.078 26.955
5019 4.314 1.832 9.389
3218 2.529 0.871 47.149
4256 4.977 2.629 23.578
6448 3.179 0.636 33.836
6516 4.504 1.177 42.278
4715 3.465 2.092 18.16
3755 4.04 0.286 56.451
5946 2.991 2.419 4.836
5960 5.225 1.139 53.177
3776 3.307 2.146 8.543
4689 4.187 0.343 38.146
6514 2.282 2.381 21.013
6457 3.91 1.793 27.601
4274 2.746 0.927 31.092
3189 4.749 2.684 12.557
5012 3.595 0.599 43.548
5336 4.469 2.868 34.47
3394 2.562 0.406 24.21
4075 4.943 1.602 46.938
6126 3.026 1.109 9.18
6839 4.654 0.147 5.058
4898 3.502 2.561 56.676
3576 4.004 1.319 17.516
5627 2.839 1.953 41.631
5574 4.1 0.559 15.443
3631 2.932 2.926 46.433
4842 4.562 0.981 27.911
6893 3.407 1.566 31.403
6070 5.035 2.526 37.997
4129 3.121 0.019 20.864
3341 4.374 2.01 50.454
5391 2.47 1.471 5.819
5192 4.844 2.183 17.366
3008 3.687 1.268 41.482
4454 3.818 2.323 2.334
6279 2.651 0.189 53.951
6694 4.28 0.774 49.823
4511 2.377 1.736 12.065
3955 5.129 0.727 34.78
5779 3.214 2.72 24.521
5851 4.165 1.647 6.921
3917 2.304 1.061 51.554
4611 5.203 2.82 19.386
6686 3.329 0.452 36.52
6348 4.724 1.367 32.933
4414 3.62 1.907 29.442
3111 3.885 0.102 45.386
5184 2.771 2.61 14.394
5477 4.921 0.294 26.052
3285 3.048 2.426 36.31
4247 4.447 1.185 11.017
6048 2.584 2.098 48.777
6979 3.98 2.638 55.052
4788 2.864 0.647 3.437
3748 4.629 1.842 40.005
5549 3.527 0.882 15.888
5746 4.54 2.275 44.596
3553 3.429 0.235 13.603
4982 4.078 2.227 29.561
6783 2.954 1.219 26.071
6242 4.349 0.682 22.489
4051 2.495 2.769 39.624
3482 5.01 0.822 7.443
5282 3.146 1.69 52.076
5113 3.796 1.027 43.108
3180 2.673 1.518 18.992
4344 4.822 0.511 55.574
6419 3.709 2.971 3.958
6616 5.105 2.059 10.227
4683 3.239 1.427 47.986
3846 4.254 2.48 22.68
5920 2.402 0.067 32.938
5885 3.86 2.542 18.585
3818 2.797 0.175 42.703
4655 4.708 1.933 4.412
6581 3.635 1.348 56.027
6384 5.17 0.385 47.587
4318 3.361 2.892 9.827
3153 4.145 1.088 33.398
5078 2.324 1.627 23.14
5255 4.615 0.907 13.204
3446 3.541 1.822 44.196
4015 3.953 0.579 26.53
6215 2.891 2.713 30.021
6755 4.426 2.125 39.218
4948 2.606 1.163 22.084
3519 4.889 2.36 52.529
5718 3.079 0.367 7.896
5522 4.985 1.763 35.857
3713 3.172 0.756 25.599
4753 4.333 2.747 49.183
6952 2.51 0.708 11.423
6020 4.045 1.293 2.976
4212 2.986 2.16 54.592
3250 4.52 0.215 16.288
5449 3.449 2.3 40.404
5149 4.24 0.046 51.094
3083 2.416 2.508 6.461
4386 5.078 1.499 36.92
6313 3.266 1.991 19.785
6650 4.801 2.951 28.99
4584 3.731 0.537 32.48
3890 3.764 1.592 14.8
5815 2.704 0.958 45.793
5807 4.78 0.624 41.075
3990 3.564 2.664 16.96
4545 3.932 0.859 54.405
6722 2.725 1.868 2.788
6305 4.214 2.408 11.666
4489 2.255 0.321 49.424
3043 5.238 2.08 24.98
5218 3.293 1.212 35.24
5427 4.024 1.884 46.034
3368 2.82 1.393 15.043
4156 4.687 2.587 31.863
6106 3.469 0.127 28.371
6927 4.958 1.042 20.457
4870 3.01 1.675 37.591
3659 4.495 0.434 6.272
5608 2.537 2.847 50.907
5662 4.405 1.451 23.757
3603 2.439 2.037 34.016
4925 5.057 0.091 9.586
6874 3.1 2.459 47.345
6161 4.589 1.547 56.216
4103 3.38 1.007 4.599
3422 4.113 2.999 42.03
5371 2.918 0.491 17.914
5040 5.149 2.793 8.083
3224 3.195 0.661 52.718
4308 4.312 1.714 21.413
6485 2.344 0.801 38.545
6541 3.833 0.263 30.639
4725 2.635 2.255 27.147
3812 4.87 1.248 43.954
5987 3.662 2.208 12.964
5992 3.84 1.338 7.59
3807 2.629 1.924 52.332
4721 4.866 0.166 21.779
6545 3.665 2.534 39.019
6488 5.154 1.618 30.166
4305 3.189 1.078 26.781
3220 4.304 2.884 44.34
5044 2.352 0.375 13.457
5367 4.584 2.715 23.283
3426 3.385 0.582 33.65
4106 4.122 1.824 9.972
6158 2.91 0.911 47.838
6870 4.399 0.37 55.722
4929 2.445 2.361 4.213
3608 5.06 1.167 42.396
5658 3.096 2.128 18.388
5605 4.965 0.711 45.533
3663 3.004 2.751 14.65
4873 4.491 0.758 32.222
6924 2.54 1.766 28.838
6101 4.029 2.304 19.991
4160 2.814 0.217 37.232
3372 4.679 2.163 6.665
5422 3.477 1.295 51.407
5223 4.209 1.983 40.608
3039 2.26 1.491 16.601
4485 5.247 2.498 54.798
6310 3.285 0.038 3.288
6725 4.774 0.951 11.166
4542 3.57 1.583 49.031
3986 3.935 0.528 25.339
5810 2.721 2.942 35.707
5820 4.794 1.869 50.734
3885 3.737 0.862 5.994
4580 3.768 2.667 37.421
6654 2.701 0.628 20.178
6316 4.235 1.215 28.597
4383 2.421 2.082 31.979
3079 5.085 0.325 15.267
5153 3.258 2.41 46.152
5445 4.05 0.117 35.464
3254 2.982 2.579 25.099
4215 4.512 1.383 49.649
6017 3.456 1.876 11.783
6948 4.991 2.838 2.617
4757 3.165 0.423 54.125
3717 4.33 1.667 16.788
5517 2.514 1.033 40.797
5714 4.419 2.45 12.838
3522 2.612 0.083 43.723
4951 4.893 2.028 27.024
6752 3.076 1.442 30.407
6211 4.61 0.483 38.832
4020 3.546 2.99 21.59
3451 3.96 0.999 53.002
5251 2.883 1.537 8.262
5082 5.175 0.803 18.199
3148 3.357 1.718 42.209
4313 4.137 0.662 4.885
6388 2.331 2.796 56.392
6585 3.866 2.212 47.221
4652 2.79 1.25 9.353
3815 4.705 2.258 33.891
5889 3.639 0.265 23.526
5916 5.1 2.39 41.749
3849 3.245 0.35 17.739
4686 4.262 2.156 56.793
6612 2.394 1.148 5.284
6415 3.789 0.607 8.901
4349 2.679 2.693 46.768
3184 4.826 0.935 23.932
5109 3.706 1.803 34.298
5286 4.355 1.107 43.27
3477 2.488 1.598 12.385
4046 5.007 0.404 30.813
6247 3.15 2.864 27.43
6787 4.545 1.948 21.13
4979 3.424 1.316 38.372
3550 4.069 2.558 8.662
5749 2.961 0.145 53.402
5553 3.975 1.564 24.699
3744 2.87 0.978 35.064
4784 4.637 2.923 12.242
6984 3.519 0.556 50.11
6052 4.914 1.468 53.719
4243 3.054 2.008 2.211
3282 4.451 0.015 41.251
5480 2.581 2.523 17.241
5181 4.73 0.199 5.588
3114 3.613 2.331 50.329
4418 3.882 1.277 20.632
6344 2.775 2.19 37.873
6681 4.17 2.728 31.58
4616 2.299 0.737 28.197
3921 5.194 1.743 46.611
5847 3.336 0.783 15.727
5776 4.284 0.449 16.141
3959 2.372 2.816 40.149
4514 5.122 1.059 3.687
6691 3.222 1.644 55.197
6274 4.851 2.606 48.578
4458 3.681 0.099 10.712
3012 3.814 1.903 36.113
5187 2.655 1.365 25.746
5396 5.029 2.107 14.197
3337 3.128 1.193 45.08
4125 4.377 2.436 29.243
6075 2.466 0.302 32.629
6896 4.094 0.889 36.771
4838 2.936 1.851 19.531
3628 4.57 0.655 51.807
5577 3.399 2.648 7.064
5631 4.659 1.229 33.251
3572 3.497 2.236 22.884
4893 3.997 0.244 48.297
6843 2.847 2.282 10.432
6130 4.476 1.698 3.806
4071 2.556 0.832 55.316
3391 4.939 2.776 18.842
5340 3.03 0.691 42.849
5009 3.904 2.969 51.925
3192 2.753 0.507 7.184
4277 4.752 1.516 39.472
6453 3.591 1.023 22.232
6509 5.22 0.063 26.382
4694 3.311 2.478 29.766
3780 4.195 1.423 13.916
5956 2.274 2.056 44.8
5950 4.51 0.002 9.775
3751 3.458 2.51 47.642
4711 4.037 1.456 23.105
6520 2.995 1.994 33.47
6451 4.32 2.906 42.644
4252 2.524 0.54 18.634
3214 4.969 1.547 55.958
5022 3.187 0.962 4.45
5314 3.755 1.754 22.011
3389 2.714 0.793 39.253
4085 4.792 2.739 7.841
6152 3.738 0.746 52.581
6813 5.064 1.283 44.158
4888 3.28 2.198 13.273
3582 4.225 0.206 29.972
